query_id,template_id,params
3a213.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1975"", ""N_SSS_A"": ""('based-on-novel',\n                    'blood',\n                    'cigarette-smoking',\n                    'family-relationships',\n                    'father-daughter-relationship',\n                    'gay',\n                    'husband-wife-relationship',\n                    'lesbian',\n                    'male-frontal-nudity',\n                    'mother-daughter-relationship',\n                    'one-word-title',\n                    'tv-mini-series')"", ""N_SSS_B"": ""('[ar]',\n                          '[be]',\n                          '[ca]',\n                          '[ch]',\n                          '[de]',\n                          '[es]',\n                          '[gr]',\n                          '[hu]',\n                          '[in]',\n                          '[pt]',\n                          '[se]',\n                          '[us]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('tv movie',\n                  'tv series',\n                  'video game')"", ""N_SSS_E"": ""('director')"", ""N_SSS_F"": ""('m')""}"
3a766.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('flashback',\n                    'kidnapping')"", ""N_SSS_B"": ""('[hk]')"", ""N_SSS_C"": ""('production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('editor')"", ""N_SSS_F"": ""('m')""}"
3a779.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1975"", ""N_SSS_A"": ""('tv-mini-series',\n                    'violence')"", ""N_SSS_B"": ""('[be]',\n                          '[in]',\n                          '[se]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('tv movie',\n                  'tv series',\n                  'video game')"", ""N_SSS_E"": ""('costume designer')"", ""N_SSS_F"": ""('f')""}"
3a652.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1975"", ""N_SSS_A"": ""('food-fight',\n                    'mammography')"", ""N_SSS_B"": ""('[ar]',\n                          '[at]',\n                          '[ca]',\n                          '[ch]',\n                          '[dk]',\n                          '[es]',\n                          '[fr]',\n                          '[gr]',\n                          '[ie]',\n                          '[it]',\n                          '[pl]',\n                          '[ru]',\n                          '[xyu]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('cinematographer',\n                  'editor')"", ""N_SSS_F"": ""('f')""}"
3a987.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1925"", ""N_SSS_A"": ""('alcoholic-doctor',\n                    'black-american-stereotype',\n                    'counterpunch',\n                    'glass-of-water',\n                    'looking-in-mirror-while-nude',\n                    'partially-lost-soundtrack',\n                    'reference-to-gottfried-leibniz',\n                    'shipping-news')"", ""N_SSS_B"": ""('[bg]',\n                          '[cn]',\n                          '[cz]',\n                          '[nz]',\n                          '[ve]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('costume designer',\n                  'editor')"", ""N_SSS_F"": ""('f',\n                   'm')""}"
3a455.sql,1,"{""###_A"": ""1975"", ""###_B"": ""1875"", ""N_SSS_A"": ""('anal-sex',\n                    'bare-breasts',\n                    'fight',\n                    'song')"", ""N_SSS_B"": ""('[eg]',\n                          '[pa]',\n                          '[tw]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('movie',\n                  'tv movie')"", ""N_SSS_E"": ""('editor')"", ""N_SSS_F"": ""('m')""}"
3a119.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('interview',\n                    'jealousy',\n                    'mother-son-relationship',\n                    'revenge')"", ""N_SSS_B"": ""('[cshh]',\n                          '[cu]',\n                          '[my]',\n                          '[ro]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('tv movie',\n                  'tv series',\n                  'video game')"", ""N_SSS_E"": ""('actress',\n                  'cinematographer')"", ""N_SSS_F"": ""('f',\n                   'm')""}"
3a497.sql,1,"{""###_A"": ""1990"", ""###_B"": ""1950"", ""N_SSS_A"": ""('cigarette-smoking',\n                    'death',\n                    'homosexual',\n                    'husband-wife-relationship',\n                    'male-frontal-nudity',\n                    'mother-daughter-relationship',\n                    'murder',\n                    'new-york-city',\n                    'non-fiction',\n                    'one-word-title',\n                    'song',\n                    'suicide',\n                    'surrealism')"", ""N_SSS_B"": ""('[al]',\n                          '[cz]',\n                          '[lv]',\n                          '[th]',\n                          '[tw]',\n                          '[za]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('tv series',\n                  'video game',\n                  'video movie')"", ""N_SSS_E"": ""('actor',\n                  'producer')"", ""N_SSS_F"": ""('m')""}"
3a59.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1975"", ""N_SSS_A"": ""('violence')"", ""N_SSS_B"": ""('[bg]',\n                          '[lb]',\n                          '[lu]',\n                          '[my]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('actress')"", ""N_SSS_F"": ""('f')""}"
3a350.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1925"", ""N_SSS_A"": ""('brother-conflict',\n                    'decorated-hero',\n                    'dying-in-arms-of-lover',\n                    'evacuation-procedure',\n                    'giant-tooth',\n                    'handwritten-letter',\n                    'joseph-syndrome',\n                    'murder-of-boyfriend',\n                    'quick-draw',\n                    'railgun',\n                    'reference-to-ronald-dunbar',\n                    'rhone-river',\n                    'rubber-estate',\n                    'secret-from-husband')"", ""N_SSS_B"": ""('[bg]',\n                          '[cu]',\n                          '[is]',\n                          '[lu]',\n                          '[pa]',\n                          '[pe]',\n                          '[pl]',\n                          '[sk]',\n                          '[tr]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('director',\n                  'production designer')"", ""N_SSS_F"": ""('f')""}"
3a839.sql,1,"{""###_A"": ""1975"", ""###_B"": ""1925"", ""N_SSS_A"": ""('blood',\n                    'dancing',\n                    'hospital',\n                    'kidnapping',\n                    'lesbian',\n                    'mother-daughter-relationship',\n                    'nudity',\n                    'one-word-title',\n                    'party',\n                    'song',\n                    'tv-mini-series')"", ""N_SSS_B"": ""('[fr]',\n                          '[hu]',\n                          '[kr]',\n                          '[pt]',\n                          '[se]',\n                          '[suhh]',\n                          '[tr]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'tv movie')"", ""N_SSS_E"": ""('producer',\n                  'writer')"", ""N_SSS_F"": ""('m')""}"
3a1109.sql,1,"{""###_A"": ""1975"", ""###_B"": ""1925"", ""N_SSS_A"": ""('character-name-in-title',\n                    'dancing',\n                    'father-son-relationship',\n                    'friendship',\n                    'one-word-title',\n                    'sequel',\n                    'singer')"", ""N_SSS_B"": ""('[ar]',\n                          '[br]',\n                          '[ca]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie')"", ""N_SSS_E"": ""('producer',\n                  'writer')"", ""N_SSS_F"": ""('f',\n                   'm')""}"
3a339.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('bare-chested-male',\n                    'based-on-novel',\n                    'non-fiction',\n                    'one-word-title')"", ""N_SSS_B"": ""('[cshh]')"", ""N_SSS_C"": ""('distributors')"", ""N_SSS_D"": ""('tv movie',\n                  'tv series',\n                  'video game')"", ""N_SSS_E"": ""('writer')"", ""N_SSS_F"": ""('f')""}"
3a123.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('blood',\n                    'father-son-relationship',\n                    'homosexual',\n                    'number-in-title',\n                    'oral-sex')"", ""N_SSS_B"": ""('[ar]',\n                          '[at]',\n                          '[jp]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('tv movie',\n                  'tv series',\n                  'video game')"", ""N_SSS_E"": ""('miscellaneous crew',\n                  'producer')"", ""N_SSS_F"": ""('f',\n                   'm')""}"
3a172.sql,1,"{""###_A"": ""1975"", ""###_B"": ""1875"", ""N_SSS_A"": ""('anal-sex',\n                    'based-on-novel',\n                    'dancing',\n                    'female-frontal-nudity',\n                    'interview',\n                    'jealousy',\n                    'lesbian',\n                    'lesbian-sex',\n                    'non-fiction',\n                    'police',\n                    'revenge',\n                    'violence')"", ""N_SSS_B"": ""('[be]',\n                          '[es]',\n                          '[ie]',\n                          '[in]',\n                          '[ph]',\n                          '[tr]')"", ""N_SSS_C"": ""('production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'tv movie')"", ""N_SSS_E"": ""('director',\n                  'writer')"", ""N_SSS_F"": ""('m')""}"
3a543.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('father-daughter-relationship',\n                    'fight')"", ""N_SSS_B"": ""('[cz]',\n                          '[tw]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('writer')"", ""N_SSS_F"": ""('f')""}"
3a157.sql,1,"{""###_A"": ""1975"", ""###_B"": ""1875"", ""N_SSS_A"": ""('based-on-novel',\n                    'non-fiction')"", ""N_SSS_B"": ""('[hk]',\n                          '[suhh]')"", ""N_SSS_C"": ""('production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'tv movie')"", ""N_SSS_E"": ""('writer')"", ""N_SSS_F"": ""('f')""}"
3a733.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('polish-government',\n                    'reference-to-lee-marvin')"", ""N_SSS_B"": ""('[it]')"", ""N_SSS_C"": ""('distributors')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('writer')"", ""N_SSS_F"": ""('m')""}"
3a329.sql,1,"{""###_A"": ""1975"", ""###_B"": ""1875"", ""N_SSS_A"": ""('death',\n                    'friendship',\n                    'husband-wife-relationship',\n                    'party',\n                    'song')"", ""N_SSS_B"": ""('[cu]',\n                          '[ee]',\n                          '[lb]',\n                          '[lu]',\n                          '[my]',\n                          '[no]',\n                          '[nz]',\n                          '[pa]',\n                          '[ro]',\n                          '[tr]',\n                          '[ve]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('tv series',\n                  'video game',\n                  'video movie')"", ""N_SSS_E"": ""('producer')"", ""N_SSS_F"": ""('m')""}"
3a27.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('family-relationships',\n                    'hardcore',\n                    'mother-daughter-relationship',\n                    'one-word-title',\n                    'violence')"", ""N_SSS_B"": ""('[cz]',\n                          '[ee]',\n                          '[rs]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'video movie')"", ""N_SSS_E"": ""('costume designer')"", ""N_SSS_F"": ""('f')""}"
3a1233.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1990"", ""N_SSS_A"": ""('based-on-novel',\n                    'based-on-play',\n                    'dancing',\n                    'dog',\n                    'lesbian-sex',\n                    'male-nudity',\n                    'murder',\n                    'number-in-title',\n                    'one-word-title',\n                    'police',\n                    'singer')"", ""N_SSS_B"": ""('[au]',\n                          '[be]',\n                          '[br]',\n                          '[dk]',\n                          '[fi]',\n                          '[gr]',\n                          '[pt]',\n                          '[se]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('producer')"", ""N_SSS_F"": ""('f',\n                   'm')""}"
3a1330.sql,1,"{""###_A"": ""1975"", ""###_B"": ""1925"", ""N_SSS_A"": ""('gay',\n                    'jealousy',\n                    'love',\n                    'mother-son-relationship',\n                    'oral-sex',\n                    'police',\n                    'surrealism')"", ""N_SSS_B"": ""('[at]',\n                          '[ch]',\n                          '[de]',\n                          '[fi]',\n                          '[kr]',\n                          '[se]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('movie',\n                  'tv movie')"", ""N_SSS_E"": ""('production designer')"", ""N_SSS_F"": ""('f')""}"
3a808.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1975"", ""N_SSS_A"": ""('beatles',\n                    'father-and-son-played-by-same-actor',\n                    'femme',\n                    'reference-to-jenny-craig',\n                    'starrcade')"", ""N_SSS_B"": ""('[au]',\n                          '[de]',\n                          '[es]',\n                          '[gb]',\n                          '[jp]',\n                          '[sg]',\n                          '[us]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('tv movie',\n                  'tv series',\n                  'video game')"", ""N_SSS_E"": ""('producer')"", ""N_SSS_F"": ""('m')""}"
3a1230.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('affective-memory',\n                    'election-returns',\n                    'pillsbury-bake-off',\n                    'refracting-telescope',\n                    'standing-on-a-table')"", ""N_SSS_B"": ""('[de]',\n                          '[fi]',\n                          '[mx]',\n                          '[sg]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('actress',\n                  'producer')"", ""N_SSS_F"": ""('f',\n                   'm')""}"
3a1280.sql,1,"{""###_A"": ""1990"", ""###_B"": ""1950"", ""N_SSS_A"": ""('bank-of-italy',\n                    'dope-sick',\n                    'forensic-anthopologist',\n                    'horus',\n                    'japanese-beetle',\n                    'miniature-hat',\n                    'mouth-guard',\n                    'movie',\n                    'over-medicating',\n                    'pain-in-stomach',\n                    'power-projection',\n                    'worlds-fair-1958')"", ""N_SSS_B"": ""('[cl]',\n                          '[cu]',\n                          '[cz]',\n                          '[ir]',\n                          '[lu]',\n                          '[my]',\n                          '[no]',\n                          '[pa]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'tv movie')"", ""N_SSS_E"": ""('actor',\n                  'miscellaneous crew')"", ""N_SSS_F"": ""('f',\n                   'm')""}"
3a880.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('mother-daughter-relationship')"", ""N_SSS_B"": ""('[at]',\n                          '[hu]',\n                          '[nl]',\n                          '[us]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('costume designer',\n                  'editor')"", ""N_SSS_F"": ""('m')""}"
3a840.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('armed-stand-off',\n                    'battery-powered-toothbrush',\n                    'cooper',\n                    'ore-mountains',\n                    'racing-pigeon')"", ""N_SSS_B"": ""('[cl]',\n                          '[nz]',\n                          '[ro]',\n                          '[sg]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie')"", ""N_SSS_E"": ""('cinematographer',\n                  'producer')"", ""N_SSS_F"": ""('m')""}"
3a722.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('anal-sex',\n                    'based-on-play',\n                    'lesbian',\n                    'song')"", ""N_SSS_B"": ""('[tr]')"", ""N_SSS_C"": ""('distributors')"", ""N_SSS_D"": ""('movie',\n                  'video movie')"", ""N_SSS_E"": ""('costume designer')"", ""N_SSS_F"": ""('m')""}"
3a636.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('jealousy',\n                    'non-fiction',\n                    'one-word-title',\n                    'tv-mini-series')"", ""N_SSS_B"": ""('[ae]',\n                          '[xyu]')"", ""N_SSS_C"": ""('distributors')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('miscellaneous crew')"", ""N_SSS_F"": ""('f')""}"
3a953.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('man-hits-a-boy',\n                    'missile-launcher',\n                    'ruger-pistol',\n                    'yuzna')"", ""N_SSS_B"": ""('[au]',\n                          '[gb]',\n                          '[jp]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('director',\n                  'editor')"", ""N_SSS_F"": ""('f',\n                   'm')""}"
3a892.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('anal-sex',\n                    'father-son-relationship',\n                    'jealousy')"", ""N_SSS_B"": ""('[il]',\n                          '[kr]',\n                          '[no]',\n                          '[pe]')"", ""N_SSS_C"": ""('distributors')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('cinematographer',\n                  'writer')"", ""N_SSS_F"": ""('m')""}"
3a1282.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1990"", ""N_SSS_A"": ""('15-stories',\n                    'baked-goods',\n                    'banjo-string',\n                    'cartoon-turkey',\n                    'greek-dancing',\n                    'jacobs-ladder',\n                    'nursing-assistant',\n                    'reference-to-kurt-von-schleicher',\n                    'rhinelander-wisconsin',\n                    'salt-lakes',\n                    'screaming')"", ""N_SSS_B"": ""('[ae]',\n                          '[bg]',\n                          '[cn]',\n                          '[cu]',\n                          '[is]',\n                          '[rs]',\n                          '[suhh]',\n                          '[ve]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('director')"", ""N_SSS_F"": ""('m')""}"
3a397.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1925"", ""N_SSS_A"": ""('gun',\n                    'male-nudity',\n                    'murder',\n                    'oral-sex',\n                    'revenge')"", ""N_SSS_B"": ""('[cz]',\n                          '[lb]',\n                          '[pa]',\n                          '[suhh]',\n                          '[za]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('composer',\n                  'producer')"", ""N_SSS_F"": ""('m')""}"
3a44.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1925"", ""N_SSS_A"": ""('air-jordan-i',\n                    'book-of-instructions',\n                    'chaplin-impersonator',\n                    'glenn-strange',\n                    'hispanic-anglo-romance',\n                    'optic-fiber',\n                    'reference-to-pete-rose',\n                    'reformed-criminal',\n                    'turkish-man',\n                    'woman-slaps-man')"", ""N_SSS_B"": ""('[hu]',\n                          '[it]',\n                          '[nl]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('tv movie',\n                  'tv series',\n                  'video game')"", ""N_SSS_E"": ""('composer')"", ""N_SSS_F"": ""('m')""}"
3a1298.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1990"", ""N_SSS_A"": ""('crushed-throat',\n                    'irregular-heartbeat',\n                    'jersey-shore',\n                    'reference-to-j.-arthur-rank',\n                    'son-carrying-mother',\n                    't3-scooter')"", ""N_SSS_B"": ""('[ae]',\n                          '[co]',\n                          '[cz]',\n                          '[ddde]',\n                          '[ee]',\n                          '[my]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('production designer')"", ""N_SSS_F"": ""('m')""}"
3a43.sql,1,"{""###_A"": ""1990"", ""###_B"": ""1950"", ""N_SSS_A"": ""('blood',\n                    'death',\n                    'flashback',\n                    'interview',\n                    'lesbian',\n                    'non-fiction',\n                    'oral-sex')"", ""N_SSS_B"": ""('[cn]')"", ""N_SSS_C"": ""('production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'tv movie')"", ""N_SSS_E"": ""('actress',\n                  'producer')"", ""N_SSS_F"": ""('f')""}"
3a402.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('cribbage',\n                    'isopropyl-alchohol',\n                    'release-papers',\n                    'stargazer-lily',\n                    'whip-as-lasso')"", ""N_SSS_B"": ""('[hu]',\n                          '[kr]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('cinematographer',\n                  'director')"", ""N_SSS_F"": ""('f')""}"
3a57.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('one-word-title',\n                    'sex',\n                    'tv-mini-series')"", ""N_SSS_B"": ""('[fr]',\n                          '[it]',\n                          '[xyu]')"", ""N_SSS_C"": ""('production companies')"", ""N_SSS_D"": ""('tv movie',\n                  'tv series',\n                  'video game')"", ""N_SSS_E"": ""('editor')"", ""N_SSS_F"": ""('f')""}"
3a618.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('character-name-in-title',\n                    'murder')"", ""N_SSS_B"": ""('[al]',\n                          '[cz]',\n                          '[ddde]',\n                          '[pa]')"", ""N_SSS_C"": ""('distributors',\n                  'production companies')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('writer')"", ""N_SSS_F"": ""('m')""}"
3a1308.sql,1,"{""###_A"": ""2015"", ""###_B"": ""1900"", ""N_SSS_A"": ""('cigarette-smoking',\n                    'revenge')"", ""N_SSS_B"": ""('[fr]')"", ""N_SSS_C"": ""('distributors')"", ""N_SSS_D"": ""('episode',\n                  'movie',\n                  'video movie')"", ""N_SSS_E"": ""('miscellaneous crew')"", ""N_SSS_F"": ""('m')""}"
